target_id	stage	arm	reason	detail	recorded
37EL_1	02_build_holdout_set		beyond the 150 targets the wall-clock budget allows; the set was cut by length, keeping the shortest		2026-09-25T21:50:42+08:00
8R32_1	02_build_holdout_set		beyond the 150 targets the wall-clock budget allows; the set was cut by length, keeping the shortest		2026-09-25T21:50:42+08:00
8QH8_1	02_build_holdout_set		beyond the 150 targets the wall-clock budget allows; the set was cut by length, keeping the shortest		2026-09-25T21:50:42+08:00
8S4F_1	02_build_holdout_set		beyond the 150 targets the wall-clock budget allows; the set was cut by length, keeping the shortest		2026-09-25T21:50:42+08:00
35WK_1	02_build_holdout_set		beyond the 150 targets the wall-clock budget allows; the set was cut by length, keeping the shortest		2026-09-25T21:50:42+08:00
8JSD_1	02_build_holdout_set		beyond the 150 targets the wall-clock budget allows; the set was cut by length, keeping the shortest		2026-09-25T21:50:42+08:00
8S0U_1	02_build_holdout_set		beyond the 150 targets the wall-clock budget allows; the set was cut by length, keeping the shortest		2026-09-25T21:50:42+08:00
38LE_1	02_build_holdout_set		beyond the 150 targets the wall-clock budget allows; the set was cut by length, keeping the shortest		2026-09-25T21:50:42+08:00
8RSJ_1	02_build_holdout_set		beyond the 150 targets the wall-clock budget allows; the set was cut by length, keeping the shortest		2026-09-25T21:50:42+08:00
24KU_1	02_build_holdout_set		beyond the 150 targets the wall-clock budget allows; the set was cut by length, keeping the shortest		2026-09-25T21:50:42+08:00
8QEZ_1	02_build_holdout_set		beyond the 150 targets the wall-clock budget allows; the set was cut by length, keeping the shortest		2026-09-25T21:50:43+08:00
8ROS_1	02_build_holdout_set		beyond the 150 targets the wall-clock budget allows; the set was cut by length, keeping the shortest		2026-09-25T21:50:43+08:00
8KG4_1	02_build_holdout_set		beyond the 150 targets the wall-clock budget allows; the set was cut by length, keeping the shortest		2026-09-25T21:50:43+08:00
8RMA_1	02_build_holdout_set		beyond the 150 targets the wall-clock budget allows; the set was cut by length, keeping the shortest		2026-09-25T21:50:43+08:00
21JM_1	02_build_holdout_set		beyond the 150 targets the wall-clock budget allows; the set was cut by length, keeping the shortest		2026-09-25T21:50:43+08:00
8PGP_1	02_build_holdout_set		beyond the 150 targets the wall-clock budget allows; the set was cut by length, keeping the shortest		2026-09-25T21:50:43+08:00
28WB_1	02_build_holdout_set		beyond the 150 targets the wall-clock budget allows; the set was cut by length, keeping the shortest		2026-09-25T21:50:43+08:00
30XL_1	02_build_holdout_set		beyond the 150 targets the wall-clock budget allows; the set was cut by length, keeping the shortest		2026-09-25T21:50:43+08:00
21VT_1	02_build_holdout_set		beyond the 150 targets the wall-clock budget allows; the set was cut by length, keeping the shortest		2026-09-25T21:50:43+08:00
8QZU_1	02_build_holdout_set		beyond the 150 targets the wall-clock budget allows; the set was cut by length, keeping the shortest		2026-09-25T21:50:43+08:00
22GU_1	02_build_holdout_set		beyond the 150 targets the wall-clock budget allows; the set was cut by length, keeping the shortest		2026-09-25T21:50:43+08:00
8QGO_1	02_build_holdout_set		beyond the 150 targets the wall-clock budget allows; the set was cut by length, keeping the shortest		2026-09-25T21:50:43+08:00
30ID_1	02_build_holdout_set		beyond the 150 targets the wall-clock budget allows; the set was cut by length, keeping the shortest		2026-09-25T21:50:43+08:00
8T68_1	02_build_holdout_set		beyond the 150 targets the wall-clock budget allows; the set was cut by length, keeping the shortest		2026-09-25T21:50:43+08:00
10LR_1	02_build_holdout_set		beyond the 150 targets the wall-clock budget allows; the set was cut by length, keeping the shortest		2026-09-25T21:50:43+08:00
8Q69_1	02_build_holdout_set		beyond the 150 targets the wall-clock budget allows; the set was cut by length, keeping the shortest		2026-09-25T21:50:43+08:00
28PB_1	02_build_holdout_set		beyond the 150 targets the wall-clock budget allows; the set was cut by length, keeping the shortest		2026-09-25T21:50:43+08:00
29KY_1	02_build_holdout_set		beyond the 150 targets the wall-clock budget allows; the set was cut by length, keeping the shortest		2026-09-25T21:50:43+08:00
29UU_1	02_build_holdout_set		beyond the 150 targets the wall-clock budget allows; the set was cut by length, keeping the shortest		2026-09-25T21:50:43+08:00
8QZY_1	02_build_holdout_set		beyond the 150 targets the wall-clock budget allows; the set was cut by length, keeping the shortest		2026-09-25T21:50:43+08:00
8PP8_1	02_build_holdout_set		beyond the 150 targets the wall-clock budget allows; the set was cut by length, keeping the shortest		2026-09-25T21:50:43+08:00
8Q70_1	02_build_holdout_set		beyond the 150 targets the wall-clock budget allows; the set was cut by length, keeping the shortest		2026-09-25T21:50:43+08:00
8T88_1	02_build_holdout_set		beyond the 150 targets the wall-clock budget allows; the set was cut by length, keeping the shortest		2026-09-25T21:50:43+08:00
11TV_1	02_build_holdout_set		beyond the 150 targets the wall-clock budget allows; the set was cut by length, keeping the shortest		2026-09-25T21:50:43+08:00
8JSZ_1	02_build_holdout_set		beyond the 150 targets the wall-clock budget allows; the set was cut by length, keeping the shortest		2026-09-25T21:50:43+08:00
8PNW_1	02_build_holdout_set		beyond the 150 targets the wall-clock budget allows; the set was cut by length, keeping the shortest		2026-09-25T21:50:43+08:00
8Q8I_1	02_build_holdout_set		beyond the 150 targets the wall-clock budget allows; the set was cut by length, keeping the shortest		2026-09-25T21:50:43+08:00
28LK_1	02_build_holdout_set		beyond the 150 targets the wall-clock budget allows; the set was cut by length, keeping the shortest		2026-09-25T21:50:43+08:00
8QCO_1	02_build_holdout_set		beyond the 150 targets the wall-clock budget allows; the set was cut by length, keeping the shortest		2026-09-25T21:50:43+08:00
8QLE_1	02_build_holdout_set		beyond the 150 targets the wall-clock budget allows; the set was cut by length, keeping the shortest		2026-09-25T21:50:43+08:00
8QKD_1	02_build_holdout_set		beyond the 150 targets the wall-clock budget allows; the set was cut by length, keeping the shortest		2026-09-25T21:50:43+08:00
8R0D_1	02_build_holdout_set		beyond the 150 targets the wall-clock budget allows; the set was cut by length, keeping the shortest		2026-09-25T21:50:43+08:00
8RLY_1	02_build_holdout_set		beyond the 150 targets the wall-clock budget allows; the set was cut by length, keeping the shortest		2026-09-25T21:50:43+08:00
8Q17_1	02_build_holdout_set		beyond the 150 targets the wall-clock budget allows; the set was cut by length, keeping the shortest		2026-09-25T21:50:43+08:00
24UU_1	02_build_holdout_set		beyond the 150 targets the wall-clock budget allows; the set was cut by length, keeping the shortest		2026-09-25T21:50:43+08:00
8RAQ_1	02_build_holdout_set		beyond the 150 targets the wall-clock budget allows; the set was cut by length, keeping the shortest		2026-09-25T21:50:43+08:00
8QPT_1	02_build_holdout_set		beyond the 150 targets the wall-clock budget allows; the set was cut by length, keeping the shortest		2026-09-25T21:50:43+08:00
8RHX_1	02_build_holdout_set		beyond the 150 targets the wall-clock budget allows; the set was cut by length, keeping the shortest		2026-09-25T21:50:43+08:00
8PM3_1	02_build_holdout_set		beyond the 150 targets the wall-clock budget allows; the set was cut by length, keeping the shortest		2026-09-25T21:50:43+08:00
25HK_1	02_build_holdout_set		beyond the 150 targets the wall-clock budget allows; the set was cut by length, keeping the shortest		2026-09-25T21:50:43+08:00
37BV_1	02_build_holdout_set		beyond the 150 targets the wall-clock budget allows; the set was cut by length, keeping the shortest		2026-09-25T21:50:43+08:00
8RR6_1	02_build_holdout_set		beyond the 150 targets the wall-clock budget allows; the set was cut by length, keeping the shortest		2026-09-25T21:50:43+08:00
8K3B_1	02_build_holdout_set		beyond the 150 targets the wall-clock budget allows; the set was cut by length, keeping the shortest		2026-09-25T21:50:44+08:00
10QV_1	02_build_holdout_set		beyond the 150 targets the wall-clock budget allows; the set was cut by length, keeping the shortest		2026-09-25T21:50:44+08:00
31WB_1	02_build_holdout_set		beyond the 150 targets the wall-clock budget allows; the set was cut by length, keeping the shortest		2026-09-25T21:50:44+08:00
21DT_1	02_build_holdout_set		beyond the 150 targets the wall-clock budget allows; the set was cut by length, keeping the shortest		2026-09-25T21:50:44+08:00
8PKB_1	02_build_holdout_set		beyond the 150 targets the wall-clock budget allows; the set was cut by length, keeping the shortest		2026-09-25T21:50:44+08:00
8S8A_1	02_build_holdout_set		beyond the 150 targets the wall-clock budget allows; the set was cut by length, keeping the shortest		2026-09-25T21:50:44+08:00
8Q5Z_1	02_build_holdout_set		beyond the 150 targets the wall-clock budget allows; the set was cut by length, keeping the shortest		2026-09-25T21:50:44+08:00
8PJY_1	02_build_holdout_set		beyond the 150 targets the wall-clock budget allows; the set was cut by length, keeping the shortest		2026-09-25T21:50:44+08:00
8PXH_1	02_build_holdout_set		beyond the 150 targets the wall-clock budget allows; the set was cut by length, keeping the shortest		2026-09-25T21:50:44+08:00
29AK_1	02_build_holdout_set		beyond the 150 targets the wall-clock budget allows; the set was cut by length, keeping the shortest		2026-09-25T21:50:44+08:00
31HP_1	02_build_holdout_set		beyond the 150 targets the wall-clock budget allows; the set was cut by length, keeping the shortest		2026-09-25T21:50:44+08:00
8KH9_1	02_build_holdout_set		beyond the 150 targets the wall-clock budget allows; the set was cut by length, keeping the shortest		2026-09-25T21:50:44+08:00
8PEH_1	02_build_holdout_set		beyond the 150 targets the wall-clock budget allows; the set was cut by length, keeping the shortest		2026-09-25T21:50:44+08:00
8QPJ_1	02_build_holdout_set		beyond the 150 targets the wall-clock budget allows; the set was cut by length, keeping the shortest		2026-09-25T21:50:44+08:00
8S4J_1	02_build_holdout_set		beyond the 150 targets the wall-clock budget allows; the set was cut by length, keeping the shortest		2026-09-25T21:50:44+08:00
