target_id	pdb_id	comp_id	label_asym_id	auth_asym_id	formula_weight	heavy_atoms	rscc	rsr	completeness	is_subject_of_investigation	covalent	status	reason	recorded
8QH6_1	8QH6	CL	G	B	35.453	1	0.961	0.158	1.0	N	0	rejected	formula weight 35.453 outside 100 to 900; 1 heavy atoms, below 10; not flagged as the subject of investigation	2026-09-25T21:50:39+08:00
8QH6_1	8QH6	MG	D	B	24.305	1	0.967	0.105	1.0	N	0	rejected	formula weight 24.305 outside 100 to 900; 1 heavy atoms, below 10; not flagged as the subject of investigation	2026-09-25T21:50:39+08:00
8QH6_1	8QH6	MG	E	B	24.305	1	0.953	0.113	1.0	N	0	rejected	formula weight 24.305 outside 100 to 900; 1 heavy atoms, below 10; not flagged as the subject of investigation	2026-09-25T21:50:39+08:00
8QH6_1	8QH6	V9U	C	A	180.591	12	0.893	0.11	1.0	Y	0	rejected	RSCC 0.893 below 0.95	2026-09-25T21:50:39+08:00
8QIY_1	8QIY	VCC	E	B	271.195	19	0.614	0.217	1.0	Y	0	rejected	RSCC 0.614 below 0.95; RSR 0.217 above 0.2	2026-09-25T21:50:39+08:00
8QIY_1	8QIY	VCC	D	A	271.195	19	0.691	0.215	1.0	Y	0	rejected	RSCC 0.691 below 0.95; RSR 0.215 above 0.2	2026-09-25T21:50:39+08:00
8QJ6_1	8QJ6	HEC	C	A	620.519	43	0.971	0.069	1.0	Y	1	rejected	covalently bound to the protein	2026-09-25T21:50:39+08:00
8QJ6_1	8QJ6	NA	B	A	22.99	1	0.979	0.051	1.0	N	0	rejected	formula weight 22.99 outside 100 to 900; 1 heavy atoms, below 10; not flagged as the subject of investigation	2026-09-25T21:50:39+08:00
8QKY_1	8QKY	GOL	D	A	92.094	6	0.947	0.088	1.0	N	0	rejected	formula weight 92.094 outside 100 to 900; 6 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.947 below 0.95	2026-09-25T21:50:39+08:00
8QX5_1	8QX5	45D	D	B	564.84	42	0.955	0.062	1.0	Y	0	ok		2026-09-25T21:50:39+08:00
8QX5_1	8QX5	45D	C	A	564.84	42	0.889	0.115	1.0	Y	0	rejected	RSCC 0.889 below 0.95	2026-09-25T21:50:39+08:00
8R28_1	8R28	SO4	B	A	96.063	5	0.915	0.091	1.0	N	0	rejected	formula weight 96.063 outside 100 to 900; 5 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.915 below 0.95	2026-09-25T21:50:39+08:00
8R2C_1	8R2C	PEG	G	A	106.12	7	0.865	0.116	1.0	N	0	rejected	7 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.865 below 0.95	2026-09-25T21:50:39+08:00
8R2C_1	8R2C	PEG	H	A	106.12	7	0.884	0.117	1.0	N	0	rejected	7 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.884 below 0.95	2026-09-25T21:50:39+08:00
8R2C_1	8R2C	PEG	I	A	106.12	7	0.87	0.122	1.0	N	0	rejected	7 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.87 below 0.95	2026-09-25T21:50:39+08:00
8R2C_1	8R2C	SO4	B	A	96.063	5	0.931	0.093	1.0	N	0	rejected	formula weight 96.063 outside 100 to 900; 5 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.931 below 0.95	2026-09-25T21:50:39+08:00
8R2C_1	8R2C	SO4	C	A	96.063	5	0.62	0.17	1.0	N	0	rejected	formula weight 96.063 outside 100 to 900; 5 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.62 below 0.95	2026-09-25T21:50:39+08:00
8R2C_1	8R2C	SO4	D	A	96.063	5	0.981	0.051	1.0	N	0	rejected	formula weight 96.063 outside 100 to 900; 5 heavy atoms, below 10; not flagged as the subject of investigation	2026-09-25T21:50:39+08:00
8R2C_1	8R2C	SO4	E	A	96.063	5	0.877	0.11	1.0	N	0	rejected	formula weight 96.063 outside 100 to 900; 5 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.877 below 0.95	2026-09-25T21:50:39+08:00
8R2C_1	8R2C	SO4	F	A	96.063	5	0.971	0.078	1.0	N	0	rejected	formula weight 96.063 outside 100 to 900; 5 heavy atoms, below 10; not flagged as the subject of investigation	2026-09-25T21:50:39+08:00
8R3F_1	8R3F	XS8	D	B	167.18	12	0.897	0.106	1.0	Y	0	rejected	RSCC 0.897 below 0.95	2026-09-25T21:50:39+08:00
8R3F_1	8R3F	XS8	C	A	167.18	12	0.926	0.091	1.0	Y	0	rejected	RSCC 0.926 below 0.95	2026-09-25T21:50:39+08:00
8R5K_1	8R5K	Y6Z	B	A	675.849	48	0.913	0.113	1.0	Y	0	rejected	RSCC 0.913 below 0.95	2026-09-25T21:50:39+08:00
8R5N_1	8R5N	ATP	D	B	507.181	31	0.992	0.029	1.0	Y	0	ok		2026-09-25T21:50:40+08:00
8R5N_1	8R5N	ATP	C	A	507.181	31	0.994	0.025	1.0	Y	0	ok		2026-09-25T21:50:40+08:00
8R8A_1	8R8A	CD	C	A	112.411	1	0.996	0.179	1.0	Y	0	rejected	1 heavy atoms, below 10	2026-09-25T21:50:40+08:00
8R8A_1	8R8A	CD	D	A	112.411	1	0.997	0.119	1.0	Y	0	rejected	1 heavy atoms, below 10	2026-09-25T21:50:40+08:00
8R8A_1	8R8A	CD	E	A	112.411	1	0.997	0.31	1.0	Y	0	rejected	1 heavy atoms, below 10; RSR 0.31 above 0.2	2026-09-25T21:50:40+08:00
8RCY_1	8RCY	A1H0Q	D	A	364.785	24	0.964	0.057	1.0	Y	0	ok		2026-09-25T21:50:40+08:00
8RCY_1	8RCY	CA	B	A	40.078	1	0.996	0.028	1.0	N	0	rejected	formula weight 40.078 outside 100 to 900; 1 heavy atoms, below 10; not flagged as the subject of investigation	2026-09-25T21:50:40+08:00
8RCY_1	8RCY	CL	C	A	35.453	1	0.985	0.037	1.0	N	0	rejected	formula weight 35.453 outside 100 to 900; 1 heavy atoms, below 10; not flagged as the subject of investigation	2026-09-25T21:50:40+08:00
8RD7_1	8RD7	ACT	F	B	59.044	4	0.871	0.161	1.0	N	0	rejected	formula weight 59.044 outside 100 to 900; 4 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.871 below 0.95	2026-09-25T21:50:40+08:00
8RD7_1	8RD7	AR6	K	D	559.316	36	0.978	0.066	1.0	Y	0	ok		2026-09-25T21:50:40+08:00
8RD7_1	8RD7	CL	E	A	35.453	1	0.999	0.009	1.0	N	0	rejected	formula weight 35.453 outside 100 to 900; 1 heavy atoms, below 10; not flagged as the subject of investigation	2026-09-25T21:50:40+08:00
8RD7_1	8RD7	CL	G	B	35.453	1	0.998	0.019	1.0	N	0	rejected	formula weight 35.453 outside 100 to 900; 1 heavy atoms, below 10; not flagged as the subject of investigation	2026-09-25T21:50:40+08:00
8RD7_1	8RD7	CL	I	C	35.453	1	0.999	0.013	1.0	N	0	rejected	formula weight 35.453 outside 100 to 900; 1 heavy atoms, below 10; not flagged as the subject of investigation	2026-09-25T21:50:40+08:00
8RD7_1	8RD7	CL	L	D	35.453	1	0.992	0.075	1.0	N	0	rejected	formula weight 35.453 outside 100 to 900; 1 heavy atoms, below 10; not flagged as the subject of investigation	2026-09-25T21:50:40+08:00
8RD7_1	8RD7	CL	H	B	35.453	1	1.0	0.043	1.0	N	0	rejected	formula weight 35.453 outside 100 to 900; 1 heavy atoms, below 10; not flagged as the subject of investigation	2026-09-25T21:50:40+08:00
8RD7_1	8RD7	GOL	J	C	92.094	6	0.849	0.154	1.0	N	0	rejected	formula weight 92.094 outside 100 to 900; 6 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.849 below 0.95	2026-09-25T21:50:40+08:00
8RDD_1	8RDD	ACY	C	B	60.052	4	0.579	0.272	1.0	N	0	rejected	formula weight 60.052 outside 100 to 900; 4 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.579 below 0.95; RSR 0.272 above 0.2	2026-09-25T21:50:40+08:00
8RDD_1	8RDD	ACY	D	B	60.052	4	0.805	0.251	1.0	N	0	rejected	formula weight 60.052 outside 100 to 900; 4 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.805 below 0.95; RSR 0.251 above 0.2	2026-09-25T21:50:40+08:00
8RDD_1	8RDD	GOL	B	B	92.094	6	0.81	0.187	1.0	N	0	rejected	formula weight 92.094 outside 100 to 900; 6 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.81 below 0.95	2026-09-25T21:50:40+08:00
8RF6_1	8RF6	A1H0K	B	A	276.097	11	0.912	0.263	1.0	Y	0	rejected	RSCC 0.912 below 0.95; RSR 0.263 above 0.2	2026-09-25T21:50:40+08:00
8RHO_1	8RHO	EDO	L	B	62.068	4	0.79	0.122	1.0	N	0	rejected	formula weight 62.068 outside 100 to 900; 4 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.79 below 0.95	2026-09-25T21:50:40+08:00
8RHO_1	8RHO	EDO	K	B	62.068	4	0.79	0.209	1.0	N	0	rejected	formula weight 62.068 outside 100 to 900; 4 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.79 below 0.95; RSR 0.209 above 0.2	2026-09-25T21:50:40+08:00
8RHO_1	8RHO	EDO	H	A	62.068	4	0.84	0.145	1.0	N	0	rejected	formula weight 62.068 outside 100 to 900; 4 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.84 below 0.95	2026-09-25T21:50:40+08:00
8RHO_1	8RHO	EDO	F	A	62.068	4	0.914	0.109	1.0	N	0	rejected	formula weight 62.068 outside 100 to 900; 4 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.914 below 0.95	2026-09-25T21:50:40+08:00
8RHO_1	8RHO	EDO	D	A	62.068	4	0.864	0.147	1.0	N	0	rejected	formula weight 62.068 outside 100 to 900; 4 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.864 below 0.95	2026-09-25T21:50:40+08:00
8RHO_1	8RHO	FES	J	B	175.82	4	0.962	0.063	1.0	Y	0	rejected	4 heavy atoms, below 10	2026-09-25T21:50:40+08:00
8RHO_1	8RHO	FES	C	A	175.82	4	0.997	0.028	1.0	Y	0	rejected	4 heavy atoms, below 10	2026-09-25T21:50:40+08:00
8RHO_1	8RHO	P6G	E	A	282.331	19	0.922	0.104	1.0	N	0	rejected	not flagged as the subject of investigation; RSCC 0.922 below 0.95	2026-09-25T21:50:40+08:00
8RHO_1	8RHO	PEG	I	A	106.12	7	0.861	0.15	1.0	N	0	rejected	7 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.861 below 0.95	2026-09-25T21:50:40+08:00
8RHO_1	8RHO	PEG	G	A	106.12	7	0.891	0.113	1.0	N	0	rejected	7 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.891 below 0.95	2026-09-25T21:50:40+08:00
8RHR_1	8RHR	BB4	C	A	269.095	15	0.927	0.129	1.0	Y	0	rejected	RSCC 0.927 below 0.95	2026-09-25T21:50:40+08:00
8RHR_1	8RHR	DMS	E	A	78.133	4	0.872	0.201	1.0	N	0	rejected	formula weight 78.133 outside 100 to 900; 4 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.872 below 0.95; RSR 0.201 above 0.2	2026-09-25T21:50:40+08:00
8RHR_1	8RHR	DMS	F	A	78.133	4	0.798	0.161	1.0	N	0	rejected	formula weight 78.133 outside 100 to 900; 4 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.798 below 0.95	2026-09-25T21:50:40+08:00
8RHR_1	8RHR	GOL	D	A	92.094	6	0.772	0.165	1.0	N	0	rejected	formula weight 92.094 outside 100 to 900; 6 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.772 below 0.95	2026-09-25T21:50:40+08:00
8RHR_1	8RHR	ZN	B	A	65.409	1	0.996	0.023	1.0	Y	0	rejected	formula weight 65.409 outside 100 to 900; 1 heavy atoms, below 10	2026-09-25T21:50:40+08:00
8RIJ_1	8RIJ	A1H07	G	A	358.327	26	0.886	0.111	1.0	Y	0	rejected	RSCC 0.886 below 0.95	2026-09-25T21:50:40+08:00
8RIJ_1	8RIJ	CA	F	A	40.078	1	0.988	0.025	1.0	N	0	rejected	formula weight 40.078 outside 100 to 900; 1 heavy atoms, below 10; not flagged as the subject of investigation	2026-09-25T21:50:40+08:00
8RIJ_1	8RIJ	CA	E	A	40.078	1	0.987	0.03	1.0	N	0	rejected	formula weight 40.078 outside 100 to 900; 1 heavy atoms, below 10; not flagged as the subject of investigation	2026-09-25T21:50:40+08:00
8RIJ_1	8RIJ	CA	D	A	40.078	1	0.989	0.032	1.0	N	0	rejected	formula weight 40.078 outside 100 to 900; 1 heavy atoms, below 10; not flagged as the subject of investigation	2026-09-25T21:50:40+08:00
8RIJ_1	8RIJ	CL	I	A	35.453	1	0.991	0.052	1.0	N	0	rejected	formula weight 35.453 outside 100 to 900; 1 heavy atoms, below 10; not flagged as the subject of investigation	2026-09-25T21:50:40+08:00
8RIJ_1	8RIJ	PEG	H	A	106.12	7	0.86	0.146	1.0	N	0	rejected	7 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.86 below 0.95	2026-09-25T21:50:40+08:00
8RIJ_1	8RIJ	ZN	C	A	65.409	1	0.993	0.018	1.0	N	0	rejected	formula weight 65.409 outside 100 to 900; 1 heavy atoms, below 10; not flagged as the subject of investigation	2026-09-25T21:50:40+08:00
8RIJ_1	8RIJ	ZN	B	A	65.409	1	0.994	0.018	1.0	N	0	rejected	formula weight 65.409 outside 100 to 900; 1 heavy atoms, below 10; not flagged as the subject of investigation	2026-09-25T21:50:40+08:00
8RKP_1	8RKP	ASC	D	A	176.124	12	0.787	0.169	1.0	Y	0	rejected	RSCC 0.787 below 0.95	2026-09-25T21:50:40+08:00
8RKP_1	8RKP	ASC	E	A	176.124	12	0.756	0.189	1.0	Y	0	rejected	RSCC 0.756 below 0.95	2026-09-25T21:50:40+08:00
8RKP_1	8RKP	ASC	C	A	176.124	12	0.762	0.21	1.0	Y	0	rejected	RSCC 0.762 below 0.95; RSR 0.21 above 0.2	2026-09-25T21:50:40+08:00
8RKP_1	8RKP	HEC	F	A	620.519	43	0.984	0.061	1.0	Y	1	rejected	covalently bound to the protein	2026-09-25T21:50:40+08:00
8RKP_1	8RKP	NO	B	A	30.006	2	0.935	0.101	1.0	Y	0	rejected	formula weight 30.006 outside 100 to 900; 2 heavy atoms, below 10; RSCC 0.935 below 0.95	2026-09-25T21:50:40+08:00
8RRY_1	8RRY	CIT	H	B	192.124	13	0.827	0.144	1.0	Y	0	rejected	RSCC 0.827 below 0.95	2026-09-25T21:50:40+08:00
8RRY_1	8RRY	CIT	E	A	192.124	13	0.748	0.135	1.0	Y	0	rejected	RSCC 0.748 below 0.95	2026-09-25T21:50:40+08:00
8RRY_1	8RRY	CU	F	B	63.546	1	0.99	0.03	1.0	Y	0	rejected	formula weight 63.546 outside 100 to 900; 1 heavy atoms, below 10	2026-09-25T21:50:40+08:00
8RRY_1	8RRY	CU	C	A	63.546	1	0.993	0.04	1.0	Y	0	rejected	formula weight 63.546 outside 100 to 900; 1 heavy atoms, below 10	2026-09-25T21:50:40+08:00
8RRY_1	8RRY	GOL	G	B	92.094	6	0.957	0.069	1.0	Y	0	rejected	formula weight 92.094 outside 100 to 900; 6 heavy atoms, below 10	2026-09-25T21:50:40+08:00
8RRY_1	8RRY	GOL	D	A	92.094	6	0.947	0.071	1.0	Y	0	rejected	formula weight 92.094 outside 100 to 900; 6 heavy atoms, below 10; RSCC 0.947 below 0.95	2026-09-25T21:50:40+08:00
8RU1_1	8RU1	GOL	O	D	92.094	6	0.692	0.218	1.0	N	0	rejected	formula weight 92.094 outside 100 to 900; 6 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.692 below 0.95; RSR 0.218 above 0.2	2026-09-25T21:50:40+08:00
8RU1_1	8RU1	GOL	N	D	92.094	6	0.874	0.157	1.0	N	0	rejected	formula weight 92.094 outside 100 to 900; 6 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.874 below 0.95	2026-09-25T21:50:40+08:00
8RU1_1	8RU1	GOL	L	C	92.094	6	0.826	0.169	1.0	N	0	rejected	formula weight 92.094 outside 100 to 900; 6 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.826 below 0.95	2026-09-25T21:50:40+08:00
8RU1_1	8RU1	GOL	J	B	92.094	6	0.815	0.197	1.0	N	0	rejected	formula weight 92.094 outside 100 to 900; 6 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.815 below 0.95	2026-09-25T21:50:40+08:00
8RU1_1	8RU1	GOL	E	A	92.094	6	0.895	0.138	1.0	N	0	rejected	formula weight 92.094 outside 100 to 900; 6 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.895 below 0.95	2026-09-25T21:50:40+08:00
8RU1_1	8RU1	NA	P	D	22.99	1	0.888	0.1	1.0	N	0	rejected	formula weight 22.99 outside 100 to 900; 1 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.888 below 0.95	2026-09-25T21:50:40+08:00
8RU1_1	8RU1	NA	M	C	22.99	1	0.943	0.09	1.0	N	0	rejected	formula weight 22.99 outside 100 to 900; 1 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.943 below 0.95	2026-09-25T21:50:40+08:00
8RU1_1	8RU1	NA	K	B	22.99	1	0.996	0.113	1.0	N	0	rejected	formula weight 22.99 outside 100 to 900; 1 heavy atoms, below 10; not flagged as the subject of investigation	2026-09-25T21:50:40+08:00
8RU1_1	8RU1	NA	I	A	22.99	1	0.968	0.119	1.0	N	0	rejected	formula weight 22.99 outside 100 to 900; 1 heavy atoms, below 10; not flagged as the subject of investigation	2026-09-25T21:50:40+08:00
8RU1_1	8RU1	NA	H	A	22.99	1	0.978	0.079	1.0	N	0	rejected	formula weight 22.99 outside 100 to 900; 1 heavy atoms, below 10; not flagged as the subject of investigation	2026-09-25T21:50:40+08:00
8RU1_1	8RU1	NA	G	A	22.99	1	0.991	0.152	1.0	N	0	rejected	formula weight 22.99 outside 100 to 900; 1 heavy atoms, below 10; not flagged as the subject of investigation	2026-09-25T21:50:40+08:00
8RU1_1	8RU1	NA	F	A	22.99	1	0.781	0.176	1.0	N	0	rejected	formula weight 22.99 outside 100 to 900; 1 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.781 below 0.95	2026-09-25T21:50:40+08:00
8RU5_1	8RU5	EDO	C	A	62.068	4	0.823	0.16	1.0	N	0	rejected	formula weight 62.068 outside 100 to 900; 4 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.823 below 0.95	2026-09-25T21:50:40+08:00
8RU5_1	8RU5	EDO	B	A	62.068	4	0.913	0.097	1.0	N	0	rejected	formula weight 62.068 outside 100 to 900; 4 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.913 below 0.95	2026-09-25T21:50:40+08:00
8RYS_1	8RYS	SO4	B	A	96.063	5	0.863	0.265	1.0	N	0	rejected	formula weight 96.063 outside 100 to 900; 5 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.863 below 0.95; RSR 0.265 above 0.2	2026-09-25T21:50:40+08:00
8S48_1	8S48	4AQ	C	B	253.342	19	0.793	0.173	1.0	Y	0	rejected	RSCC 0.793 below 0.95	2026-09-25T21:50:40+08:00
8S7A_1	8S7A	GOL	C	A	92.094	6	0.832	0.159	1.0	N	0	rejected	formula weight 92.094 outside 100 to 900; 6 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.832 below 0.95	2026-09-25T21:50:40+08:00
8S7A_1	8S7A	SO4	B	A	96.063	5	0.966	0.059	1.0	N	0	rejected	formula weight 96.063 outside 100 to 900; 5 heavy atoms, below 10; not flagged as the subject of investigation	2026-09-25T21:50:40+08:00
8T4C_1	8T4C	GOL	D	B	92.094	6	0.791	0.185	1.0	N	0	rejected	formula weight 92.094 outside 100 to 900; 6 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.791 below 0.95	2026-09-25T21:50:40+08:00
8T4C_1	8T4C	SO4	C	B	96.063	5	0.868	0.158	1.0	N	0	rejected	formula weight 96.063 outside 100 to 900; 5 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.868 below 0.95	2026-09-25T21:50:40+08:00
8T5A_1	8T5A	WBV	B	A	495.013	35	0.947	0.085	1.0	Y	0	rejected	RSCC 0.947 below 0.95	2026-09-25T21:50:40+08:00
