target_id	pdb_id	comp_id	label_asym_id	auth_asym_id	formula_weight	heavy_atoms	rscc	rsr	completeness	is_subject_of_investigation	covalent	status	reason	recorded
10AF_1	10AF	CL	E	A	35.453	1	0.974	0.077	1.0	N	0	rejected	formula weight 35.453 outside 100 to 900; 1 heavy atoms, below 10; not flagged as the subject of investigation	2026-09-25T21:50:35+08:00
10AF_1	10AF	CL	F	A	35.453	1	0.944	0.095	1.0	N	0	rejected	formula weight 35.453 outside 100 to 900; 1 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.944 below 0.95	2026-09-25T21:50:35+08:00
10AF_1	10AF	CL	G	A	35.453	1	0.955	0.096	1.0	N	0	rejected	formula weight 35.453 outside 100 to 900; 1 heavy atoms, below 10; not flagged as the subject of investigation	2026-09-25T21:50:35+08:00
10AF_1	10AF	SO4	B	A	96.063	5	0.945	0.082	1.0	N	0	rejected	formula weight 96.063 outside 100 to 900; 5 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.945 below 0.95	2026-09-25T21:50:35+08:00
10AF_1	10AF	SO4	C	A	96.063	5	0.781	0.171	1.0	N	0	rejected	formula weight 96.063 outside 100 to 900; 5 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.781 below 0.95	2026-09-25T21:50:35+08:00
10AF_1	10AF	SO4	D	A	96.063	5	0.949	0.076	1.0	N	0	rejected	formula weight 96.063 outside 100 to 900; 5 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.949 below 0.95	2026-09-25T21:50:35+08:00
10CX_1	10CX	2PE	B	A	414.488	28	0.661	0.216	1.0	Y	0	rejected	RSCC 0.661 below 0.95; RSR 0.216 above 0.2	2026-09-25T21:50:35+08:00
10CX_1	10CX	2PE	C	A	414.488	28	0.709	0.213	1.0	Y	0	rejected	RSCC 0.709 below 0.95; RSR 0.213 above 0.2	2026-09-25T21:50:35+08:00
10DA_1	10DA	EDO	F	A	62.068	4	0.866	0.119	1.0	Y	0	rejected	formula weight 62.068 outside 100 to 900; 4 heavy atoms, below 10; RSCC 0.866 below 0.95	2026-09-25T21:50:35+08:00
10DA_1	10DA	NA	E	A	22.99	1	0.997	0.015	1.0	Y	0	rejected	formula weight 22.99 outside 100 to 900; 1 heavy atoms, below 10	2026-09-25T21:50:35+08:00
10DA_1	10DA	NA	G	B	22.99	1	0.998	0.019	1.0	Y	0	rejected	formula weight 22.99 outside 100 to 900; 1 heavy atoms, below 10	2026-09-25T21:50:35+08:00
10DA_1	10DA	NA	I	D	22.99	1	0.996	0.048	1.0	Y	0	rejected	formula weight 22.99 outside 100 to 900; 1 heavy atoms, below 10	2026-09-25T21:50:35+08:00
10DA_1	10DA	PGE	H	B	150.173	10	0.921	0.098	0.7	Y	0	rejected	RSCC 0.921 below 0.95; modelled completeness 0.7	2026-09-25T21:50:35+08:00
10DA_1	10DA	PGE	J	D	150.173	10	0.752	0.175	0.6	Y	0	rejected	RSCC 0.752 below 0.95; modelled completeness 0.6	2026-09-25T21:50:35+08:00
10FS_1	10FS	GOL	G	A	92.094	6	0.871	0.144	1.0	N	0	rejected	formula weight 92.094 outside 100 to 900; 6 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.871 below 0.95	2026-09-25T21:50:35+08:00
10FS_1	10FS	GOL	F	A	92.094	6	0.774	0.142	1.0	N	0	rejected	formula weight 92.094 outside 100 to 900; 6 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.774 below 0.95	2026-09-25T21:50:35+08:00
10FS_1	10FS	GOL	E	A	92.094	6	0.776	0.163	1.0	N	0	rejected	formula weight 92.094 outside 100 to 900; 6 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.776 below 0.95	2026-09-25T21:50:35+08:00
10FS_1	10FS	GOL	D	A	92.094	6	0.806	0.156	1.0	N	0	rejected	formula weight 92.094 outside 100 to 900; 6 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.806 below 0.95	2026-09-25T21:50:35+08:00
10FS_1	10FS	GOL	C	A	92.094	6	0.873	0.137	1.0	N	0	rejected	formula weight 92.094 outside 100 to 900; 6 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.873 below 0.95	2026-09-25T21:50:35+08:00
10FS_1	10FS	GOL	B	A	92.094	6	0.632	0.208	1.0	N	0	rejected	formula weight 92.094 outside 100 to 900; 6 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.632 below 0.95; RSR 0.208 above 0.2	2026-09-25T21:50:35+08:00
10FS_1	10FS	PEG	I	A	106.12	7	0.805	0.183	1.0	N	0	rejected	7 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.805 below 0.95	2026-09-25T21:50:35+08:00
10FS_1	10FS	PEG	H	A	106.12	7	0.826	0.166	1.0	N	0	rejected	7 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.826 below 0.95	2026-09-25T21:50:35+08:00
10JX_1	10JX	CL	F	A	35.453	1	0.936	0.225	1.0	N	0	rejected	formula weight 35.453 outside 100 to 900; 1 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.936 below 0.95; RSR 0.225 above 0.2	2026-09-25T21:50:35+08:00
10JX_1	10JX	EDO	J	A	62.068	4	0.874	0.156	1.0	N	0	rejected	formula weight 62.068 outside 100 to 900; 4 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.874 below 0.95	2026-09-25T21:50:35+08:00
10JX_1	10JX	EDO	I	A	62.068	4	0.775	0.166	1.0	N	0	rejected	formula weight 62.068 outside 100 to 900; 4 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.775 below 0.95	2026-09-25T21:50:35+08:00
10JX_1	10JX	EDO	H	A	62.068	4	0.885	0.139	1.0	N	0	rejected	formula weight 62.068 outside 100 to 900; 4 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.885 below 0.95	2026-09-25T21:50:35+08:00
10JX_1	10JX	FMT	N	B	46.025	3	0.957	0.091	1.0	N	0	rejected	formula weight 46.025 outside 100 to 900; 3 heavy atoms, below 10; not flagged as the subject of investigation	2026-09-25T21:50:35+08:00
10JX_1	10JX	HEM	L	B	616.487	43	0.988	0.063	1.0	Y	0	ok		2026-09-25T21:50:35+08:00
10JX_1	10JX	HEM	C	A	616.487	43	0.974	0.096	1.0	Y	0	ok		2026-09-25T21:50:35+08:00
10JX_1	10JX	IMD	M	B	69.085	5	0.946	0.081	1.0	N	0	rejected	formula weight 69.085 outside 100 to 900; 5 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.946 below 0.95	2026-09-25T21:50:35+08:00
10JX_1	10JX	IMD	D	A	69.085	5	0.862	0.317	1.0	N	0	rejected	formula weight 69.085 outside 100 to 900; 5 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.862 below 0.95; RSR 0.317 above 0.2	2026-09-25T21:50:35+08:00
10JX_1	10JX	MG	K	A	24.305	1	0.913	0.43	1.0	N	0	rejected	formula weight 24.305 outside 100 to 900; 1 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.913 below 0.95; RSR 0.43 above 0.2	2026-09-25T21:50:35+08:00
10JX_1	10JX	PG4	G	A	194.226	13	0.824	0.19	1.0	N	0	rejected	not flagged as the subject of investigation; RSCC 0.824 below 0.95	2026-09-25T21:50:35+08:00
10JX_1	10JX	PO4	E	A	94.971	5	0.838	0.144	1.0	N	0	rejected	formula weight 94.971 outside 100 to 900; 5 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.838 below 0.95	2026-09-25T21:50:35+08:00
10JX_1	10JX	POL	P	B	60.095	4	0.909	0.155	1.0	N	0	rejected	formula weight 60.095 outside 100 to 900; 4 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.909 below 0.95	2026-09-25T21:50:35+08:00
10JX_1	10JX	POL	O	B	60.095	4	0.829	0.212	1.0	N	0	rejected	formula weight 60.095 outside 100 to 900; 4 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.829 below 0.95; RSR 0.212 above 0.2	2026-09-25T21:50:35+08:00
10UT_1	10UT	CA	H	B	40.078	1	0.996	0.075	1.0	N	0	rejected	formula weight 40.078 outside 100 to 900; 1 heavy atoms, below 10; not flagged as the subject of investigation	2026-09-25T21:50:35+08:00
10UT_1	10UT	CA	G	B	40.078	1	0.993	0.076	1.0	N	0	rejected	formula weight 40.078 outside 100 to 900; 1 heavy atoms, below 10; not flagged as the subject of investigation	2026-09-25T21:50:35+08:00
10UT_1	10UT	CA	F	B	40.078	1	0.993	0.086	1.0	N	0	rejected	formula weight 40.078 outside 100 to 900; 1 heavy atoms, below 10; not flagged as the subject of investigation	2026-09-25T21:50:35+08:00
10UT_1	10UT	CA	D	A	40.078	1	0.993	0.099	1.0	N	0	rejected	formula weight 40.078 outside 100 to 900; 1 heavy atoms, below 10; not flagged as the subject of investigation	2026-09-25T21:50:35+08:00
10UT_1	10UT	GOL	E	B	92.094	6	0.988	0.043	1.0	N	0	rejected	formula weight 92.094 outside 100 to 900; 6 heavy atoms, below 10; not flagged as the subject of investigation	2026-09-25T21:50:35+08:00
10UT_1	10UT	GOL	C	A	92.094	6	0.982	0.047	1.0	N	0	rejected	formula weight 92.094 outside 100 to 900; 6 heavy atoms, below 10; not flagged as the subject of investigation	2026-09-25T21:50:35+08:00
10UW_1	10UW	GOL	T	D	92.094	6	0.982	0.053	1.0	N	0	rejected	formula weight 92.094 outside 100 to 900; 6 heavy atoms, below 10; not flagged as the subject of investigation	2026-09-25T21:50:35+08:00
10UW_1	10UW	GOL	P	C	92.094	6	0.937	0.112	1.0	N	0	rejected	formula weight 92.094 outside 100 to 900; 6 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.937 below 0.95	2026-09-25T21:50:35+08:00
10UW_1	10UW	GOL	O	C	92.094	6	0.985	0.062	1.0	N	0	rejected	formula weight 92.094 outside 100 to 900; 6 heavy atoms, below 10; not flagged as the subject of investigation	2026-09-25T21:50:35+08:00
10UW_1	10UW	GOL	J	B	92.094	6	0.976	0.059	1.0	N	0	rejected	formula weight 92.094 outside 100 to 900; 6 heavy atoms, below 10; not flagged as the subject of investigation	2026-09-25T21:50:35+08:00
10UW_1	10UW	GOL	E	A	92.094	6	0.979	0.069	1.0	N	0	rejected	formula weight 92.094 outside 100 to 900; 6 heavy atoms, below 10; not flagged as the subject of investigation	2026-09-25T21:50:35+08:00
10UW_1	10UW	MG	AA	D	24.305	1	0.971	0.049	1.0	N	0	rejected	formula weight 24.305 outside 100 to 900; 1 heavy atoms, below 10; not flagged as the subject of investigation	2026-09-25T21:50:35+08:00
10UW_1	10UW	MG	G	A	24.305	1	0.994	0.036	1.0	N	0	rejected	formula weight 24.305 outside 100 to 900; 1 heavy atoms, below 10; not flagged as the subject of investigation	2026-09-25T21:50:35+08:00
10UW_1	10UW	MG	H	A	24.305	1	0.984	0.209	1.0	N	0	rejected	formula weight 24.305 outside 100 to 900; 1 heavy atoms, below 10; not flagged as the subject of investigation; RSR 0.209 above 0.2	2026-09-25T21:50:35+08:00
10UW_1	10UW	MG	I	A	24.305	1	0.977	0.064	1.0	N	0	rejected	formula weight 24.305 outside 100 to 900; 1 heavy atoms, below 10; not flagged as the subject of investigation	2026-09-25T21:50:35+08:00
10UW_1	10UW	MG	M	B	24.305	1	0.998	0.01	1.0	N	0	rejected	formula weight 24.305 outside 100 to 900; 1 heavy atoms, below 10; not flagged as the subject of investigation	2026-09-25T21:50:35+08:00
10UW_1	10UW	MG	N	B	24.305	1	0.993	0.127	1.0	N	0	rejected	formula weight 24.305 outside 100 to 900; 1 heavy atoms, below 10; not flagged as the subject of investigation	2026-09-25T21:50:35+08:00
10UW_1	10UW	MG	S	C	24.305	1	0.977	0.043	1.0	N	0	rejected	formula weight 24.305 outside 100 to 900; 1 heavy atoms, below 10; not flagged as the subject of investigation	2026-09-25T21:50:35+08:00
10UW_1	10UW	MG	X	D	24.305	1	0.997	0.015	1.0	N	0	rejected	formula weight 24.305 outside 100 to 900; 1 heavy atoms, below 10; not flagged as the subject of investigation	2026-09-25T21:50:35+08:00
10UW_1	10UW	MG	Y	D	24.305	1	0.993	0.072	1.0	N	0	rejected	formula weight 24.305 outside 100 to 900; 1 heavy atoms, below 10; not flagged as the subject of investigation	2026-09-25T21:50:35+08:00
10UW_1	10UW	MG	Z	D	24.305	1	0.987	0.066	1.0	N	0	rejected	formula weight 24.305 outside 100 to 900; 1 heavy atoms, below 10; not flagged as the subject of investigation	2026-09-25T21:50:35+08:00
10UW_1	10UW	SO4	W	D	96.063	5	0.986	0.06	1.0	N	0	rejected	formula weight 96.063 outside 100 to 900; 5 heavy atoms, below 10; not flagged as the subject of investigation	2026-09-25T21:50:35+08:00
10UW_1	10UW	SO4	V	D	96.063	5	0.973	0.058	1.0	N	0	rejected	formula weight 96.063 outside 100 to 900; 5 heavy atoms, below 10; not flagged as the subject of investigation	2026-09-25T21:50:35+08:00
10UW_1	10UW	SO4	U	D	96.063	5	0.99	0.034	1.0	N	0	rejected	formula weight 96.063 outside 100 to 900; 5 heavy atoms, below 10; not flagged as the subject of investigation	2026-09-25T21:50:35+08:00
10UW_1	10UW	SO4	R	C	96.063	5	0.987	0.059	1.0	N	0	rejected	formula weight 96.063 outside 100 to 900; 5 heavy atoms, below 10; not flagged as the subject of investigation	2026-09-25T21:50:35+08:00
10UW_1	10UW	SO4	Q	C	96.063	5	0.996	0.027	1.0	N	0	rejected	formula weight 96.063 outside 100 to 900; 5 heavy atoms, below 10; not flagged as the subject of investigation	2026-09-25T21:50:35+08:00
10UW_1	10UW	SO4	L	B	96.063	5	0.986	0.052	1.0	N	0	rejected	formula weight 96.063 outside 100 to 900; 5 heavy atoms, below 10; not flagged as the subject of investigation	2026-09-25T21:50:35+08:00
10UW_1	10UW	SO4	K	B	96.063	5	0.987	0.039	1.0	N	0	rejected	formula weight 96.063 outside 100 to 900; 5 heavy atoms, below 10; not flagged as the subject of investigation	2026-09-25T21:50:35+08:00
10UW_1	10UW	SO4	F	A	96.063	5	0.977	0.074	1.0	N	0	rejected	formula weight 96.063 outside 100 to 900; 5 heavy atoms, below 10; not flagged as the subject of investigation	2026-09-25T21:50:35+08:00
10UX_1	10UX	GOL	E	A	92.094	6	0.948	0.095	1.0	N	0	rejected	formula weight 92.094 outside 100 to 900; 6 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.948 below 0.95	2026-09-25T21:50:35+08:00
10UX_1	10UX	GOL	J	B	92.094	6	0.923	0.106	1.0	N	0	rejected	formula weight 92.094 outside 100 to 900; 6 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.923 below 0.95	2026-09-25T21:50:35+08:00
10UX_1	10UX	K	F	A	39.098	1	0.998	0.021	1.0	N	0	rejected	formula weight 39.098 outside 100 to 900; 1 heavy atoms, below 10; not flagged as the subject of investigation	2026-09-25T21:50:35+08:00
10UX_1	10UX	K	G	A	39.098	1	0.989	0.067	1.0	N	0	rejected	formula weight 39.098 outside 100 to 900; 1 heavy atoms, below 10; not flagged as the subject of investigation	2026-09-25T21:50:35+08:00
10UX_1	10UX	K	H	A	39.098	1	0.956	0.151	1.0	N	0	rejected	formula weight 39.098 outside 100 to 900; 1 heavy atoms, below 10; not flagged as the subject of investigation	2026-09-25T21:50:35+08:00
10UX_1	10UX	K	I	A	39.098	1	0.985	0.089	1.0	N	0	rejected	formula weight 39.098 outside 100 to 900; 1 heavy atoms, below 10; not flagged as the subject of investigation	2026-09-25T21:50:35+08:00
10UX_1	10UX	K	K	B	39.098	1	0.999	0.01	1.0	N	0	rejected	formula weight 39.098 outside 100 to 900; 1 heavy atoms, below 10; not flagged as the subject of investigation	2026-09-25T21:50:35+08:00
10UX_1	10UX	K	L	B	39.098	1	0.983	0.057	1.0	N	0	rejected	formula weight 39.098 outside 100 to 900; 1 heavy atoms, below 10; not flagged as the subject of investigation	2026-09-25T21:50:35+08:00
10UX_1	10UX	K	M	B	39.098	1	0.977	0.097	1.0	N	0	rejected	formula weight 39.098 outside 100 to 900; 1 heavy atoms, below 10; not flagged as the subject of investigation	2026-09-25T21:50:35+08:00
10UX_1	10UX	K	N	B	39.098	1	0.958	0.135	1.0	N	0	rejected	formula weight 39.098 outside 100 to 900; 1 heavy atoms, below 10; not flagged as the subject of investigation	2026-09-25T21:50:35+08:00
10UX_1	10UX	K	P	C	39.098	1	0.971	0.084	1.0	N	0	rejected	formula weight 39.098 outside 100 to 900; 1 heavy atoms, below 10; not flagged as the subject of investigation	2026-09-25T21:50:35+08:00
10UX_1	10UX	K	Q	D	39.098	1	0.987	0.074	1.0	N	0	rejected	formula weight 39.098 outside 100 to 900; 1 heavy atoms, below 10; not flagged as the subject of investigation	2026-09-25T21:50:35+08:00
10UX_1	10UX	P4K	O	C	662.804	45	0.852	0.146	0.8222	N	0	rejected	not flagged as the subject of investigation; RSCC 0.852 below 0.95; modelled completeness 0.8222	2026-09-25T21:50:35+08:00
10XE_1	10XE	K	I	B	39.098	1	0.97	0.072	1.0	N	0	rejected	formula weight 39.098 outside 100 to 900; 1 heavy atoms, below 10; not flagged as the subject of investigation	2026-09-25T21:50:35+08:00
10XE_1	10XE	K	H	B	39.098	1	0.995	0.027	1.0	N	0	rejected	formula weight 39.098 outside 100 to 900; 1 heavy atoms, below 10; not flagged as the subject of investigation	2026-09-25T21:50:35+08:00
10XE_1	10XE	K	G	B	39.098	1	0.999	0.02	1.0	N	0	rejected	formula weight 39.098 outside 100 to 900; 1 heavy atoms, below 10; not flagged as the subject of investigation	2026-09-25T21:50:35+08:00
10XE_1	10XE	PO4	F	A	94.971	5	0.813	0.148	1.0	N	0	rejected	formula weight 94.971 outside 100 to 900; 5 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.813 below 0.95	2026-09-25T21:50:35+08:00
10XE_1	10XE	PO4	E	A	94.971	5	0.5	0.194	1.0	N	0	rejected	formula weight 94.971 outside 100 to 900; 5 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.5 below 0.95	2026-09-25T21:50:35+08:00
10XE_1	10XE	PO4	D	A	94.971	5	0.614	0.169	1.0	N	0	rejected	formula weight 94.971 outside 100 to 900; 5 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.614 below 0.95	2026-09-25T21:50:35+08:00
10XE_1	10XE	PO4	C	A	94.971	5	0.967	0.079	1.0	N	0	rejected	formula weight 94.971 outside 100 to 900; 5 heavy atoms, below 10; not flagged as the subject of investigation	2026-09-25T21:50:35+08:00
11CH_1	11CH	A1DEZ	B	A	943.009	68	0.743	0.192	1.0	Y	1	rejected	formula weight 943.009 outside 100 to 900; covalently bound to the protein; RSCC 0.743 below 0.95	2026-09-25T21:50:35+08:00
11CH_1	11CH	NA	I	A	22.99	1	0.064	0.462	1.0	N	0	rejected	formula weight 22.99 outside 100 to 900; 1 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.064 below 0.95; RSR 0.462 above 0.2	2026-09-25T21:50:35+08:00
11CH_1	11CH	NA	H	A	22.99	1	-0.022	0.461	1.0	N	0	rejected	formula weight 22.99 outside 100 to 900; 1 heavy atoms, below 10; not flagged as the subject of investigation; RSCC -0.022 below 0.95; RSR 0.461 above 0.2	2026-09-25T21:50:35+08:00
11CH_1	11CH	NA	F	A	22.99	1	-0.027	0.656	1.0	N	0	rejected	formula weight 22.99 outside 100 to 900; 1 heavy atoms, below 10; not flagged as the subject of investigation; RSCC -0.027 below 0.95; RSR 0.656 above 0.2	2026-09-25T21:50:35+08:00
11CH_1	11CH	NA	E	A	22.99	1	0.522	0.378	1.0	N	0	rejected	formula weight 22.99 outside 100 to 900; 1 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.522 below 0.95; RSR 0.378 above 0.2	2026-09-25T21:50:35+08:00
11CH_1	11CH	NA	D	A	22.99	1	0.982	0.048	1.0	N	0	rejected	formula weight 22.99 outside 100 to 900; 1 heavy atoms, below 10; not flagged as the subject of investigation	2026-09-25T21:50:35+08:00
11CH_1	11CH	NA	C	A	22.99	1	0.962	0.055	1.0	N	0	rejected	formula weight 22.99 outside 100 to 900; 1 heavy atoms, below 10; not flagged as the subject of investigation	2026-09-25T21:50:35+08:00
11CH_1	11CH	SCN	G	A	58.082	3	0.899	0.127	1.0	N	0	rejected	formula weight 58.082 outside 100 to 900; 3 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.899 below 0.95	2026-09-25T21:50:35+08:00
11OW_1	11OW	BU1	E	A	90.121	6	0.767	0.164	1.0	N	0	rejected	formula weight 90.121 outside 100 to 900; 6 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.767 below 0.95	2026-09-25T21:50:35+08:00
11OW_1	11OW	CL	C	A	35.453	1	0.998	0.047	1.0	N	0	rejected	formula weight 35.453 outside 100 to 900; 1 heavy atoms, below 10; not flagged as the subject of investigation	2026-09-25T21:50:35+08:00
11OW_1	11OW	CL	D	A	35.453	1	0.991	0.15	1.0	N	0	rejected	formula weight 35.453 outside 100 to 900; 1 heavy atoms, below 10; not flagged as the subject of investigation	2026-09-25T21:50:35+08:00
11OW_1	11OW	CL	G	B	35.453	1	0.882	0.189	1.0	N	0	rejected	formula weight 35.453 outside 100 to 900; 1 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.882 below 0.95	2026-09-25T21:50:35+08:00
11OW_1	11OW	PG6	F	A	266.331	18	0.642	0.259	0.8889	N	0	rejected	not flagged as the subject of investigation; RSCC 0.642 below 0.95; RSR 0.259 above 0.2; modelled completeness 0.8889	2026-09-25T21:50:35+08:00
12IS_1	12IS	CL	D	A	35.453	1	0.82	0.142	1.0	N	0	rejected	formula weight 35.453 outside 100 to 900; 1 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.82 below 0.95	2026-09-25T21:50:35+08:00
12IS_1	12IS	PEG	B	A	106.12	7	0.789	0.182	1.0	N	0	rejected	7 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.789 below 0.95	2026-09-25T21:50:35+08:00
12IS_1	12IS	ZN	C	A	65.409	1	0.973	0.134	1.0	Y	0	rejected	formula weight 65.409 outside 100 to 900; 1 heavy atoms, below 10	2026-09-25T21:50:35+08:00
12XX_1	12XX	A1DD0	C	A	549.653	37	0.536	0.304	1.0	Y	0	rejected	RSCC 0.536 below 0.95; RSR 0.304 above 0.2	2026-09-25T21:50:35+08:00
12XX_1	12XX	A1DD0	D	B	549.653	37	0.805	0.316	1.0	Y	0	rejected	RSCC 0.805 below 0.95; RSR 0.316 above 0.2	2026-09-25T21:50:35+08:00
13TX_1	13TX	D10	D	A	142.282	10	0.878	0.18	1.0	N	0	rejected	not flagged as the subject of investigation; RSCC 0.878 below 0.95	2026-09-25T21:50:35+08:00
13TX_1	13TX	DMS	C	A	78.133	4	0.671	0.307	1.0	N	0	rejected	formula weight 78.133 outside 100 to 900; 4 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.671 below 0.95; RSR 0.307 above 0.2	2026-09-25T21:50:35+08:00
13TX_1	13TX	NUK	E	B	184.235	11	0.768	0.179	1.0	Y	0	rejected	RSCC 0.768 below 0.95	2026-09-25T21:50:35+08:00
21EJ_1	21EJ	CU	E	B	63.546	1	0.995	0.041	1.0	N	0	rejected	formula weight 63.546 outside 100 to 900; 1 heavy atoms, below 10; not flagged as the subject of investigation	2026-09-25T21:50:35+08:00
21EJ_1	21EJ	CU	D	B	63.546	1	0.999	0.013	1.0	N	0	rejected	formula weight 63.546 outside 100 to 900; 1 heavy atoms, below 10; not flagged as the subject of investigation	2026-09-25T21:50:35+08:00
21EJ_1	21EJ	CU	C	A	63.546	1	0.999	0.013	1.0	N	0	rejected	formula weight 63.546 outside 100 to 900; 1 heavy atoms, below 10; not flagged as the subject of investigation	2026-09-25T21:50:35+08:00
21EJ_1	21EJ	MES	F	B	195.237	12	0.789	0.177	1.0	N	0	rejected	not flagged as the subject of investigation; RSCC 0.789 below 0.95	2026-09-25T21:50:35+08:00
21LR_1	21LR	CD	I	A	112.411	1	0.855	0.127	1.0	N	0	rejected	1 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.855 below 0.95	2026-09-25T21:50:35+08:00
21LR_1	21LR	CD	H	A	112.411	1	0.964	0.036	1.0	N	0	rejected	1 heavy atoms, below 10; not flagged as the subject of investigation	2026-09-25T21:50:35+08:00
21LR_1	21LR	CD	G	A	112.411	1	0.923	0.069	1.0	N	0	rejected	1 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.923 below 0.95	2026-09-25T21:50:35+08:00
21LR_1	21LR	CD	F	A	112.411	1	0.951	0.068	1.0	N	0	rejected	1 heavy atoms, below 10; not flagged as the subject of investigation	2026-09-25T21:50:35+08:00
21LR_1	21LR	CD	E	A	112.411	1	0.91	0.089	1.0	N	0	rejected	1 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.91 below 0.95	2026-09-25T21:50:35+08:00
21LR_1	21LR	CD	D	A	112.411	1	0.879	0.076	1.0	N	0	rejected	1 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.879 below 0.95	2026-09-25T21:50:35+08:00
21LR_1	21LR	CL	C	A	35.453	1	0.821	0.169	1.0	N	0	rejected	formula weight 35.453 outside 100 to 900; 1 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.821 below 0.95	2026-09-25T21:50:35+08:00
21LR_1	21LR	EDO	K	A	62.068	4	0.817	0.159	1.0	N	0	rejected	formula weight 62.068 outside 100 to 900; 4 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.817 below 0.95	2026-09-25T21:50:35+08:00
21LR_1	21LR	EDO	J	A	62.068	4	0.93	0.088	1.0	N	0	rejected	formula weight 62.068 outside 100 to 900; 4 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.93 below 0.95	2026-09-25T21:50:35+08:00
21LR_1	21LR	SO4	B	A	96.063	5	0.963	0.083	1.0	N	0	rejected	formula weight 96.063 outside 100 to 900; 5 heavy atoms, below 10; not flagged as the subject of investigation	2026-09-25T21:50:35+08:00
22LX_1	22LX	ACT	E	A	59.044	4	0.705	0.23	1.0	N	0	rejected	formula weight 59.044 outside 100 to 900; 4 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.705 below 0.95; RSR 0.23 above 0.2	2026-09-25T21:50:36+08:00
22LX_1	22LX	NA	F	A	22.99	1	0.969	0.191	1.0	N	0	rejected	formula weight 22.99 outside 100 to 900; 1 heavy atoms, below 10; not flagged as the subject of investigation	2026-09-25T21:50:36+08:00
22LX_1	22LX	SO4	D	A	96.063	5	0.927	0.14	1.0	N	0	rejected	formula weight 96.063 outside 100 to 900; 5 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.927 below 0.95	2026-09-25T21:50:36+08:00
22LX_1	22LX	SO4	C	A	96.063	5	0.913	0.108	1.0	N	0	rejected	formula weight 96.063 outside 100 to 900; 5 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.913 below 0.95	2026-09-25T21:50:36+08:00
22LX_1	22LX	SO4	B	A	96.063	5	0.958	0.09	1.0	N	0	rejected	formula weight 96.063 outside 100 to 900; 5 heavy atoms, below 10; not flagged as the subject of investigation	2026-09-25T21:50:36+08:00
24MP_1	24MP	EOH	C	A	46.068	3	0.897	0.117	1.0	N	0	rejected	formula weight 46.068 outside 100 to 900; 3 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.897 below 0.95	2026-09-25T21:50:36+08:00
24MP_1	24MP	EOH	D	A	46.068	3	0.859	0.166	1.0	N	0	rejected	formula weight 46.068 outside 100 to 900; 3 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.859 below 0.95	2026-09-25T21:50:36+08:00
