target_id	kind	file	bytes	sha256	source	status	reason	recorded
8P91_1	structure	8P91_1.cif.gz	31080	9b302d01df394f3bd785337ecca438d940dd1b3af18eea4e1a4c43e890898a1c	files.rcsb.org	ok		2026-09-26T17:09:14+08:00
8PAQ_1	structure	8PAQ_1.cif.gz	96822	30b178149f92de83bf3f694699727a739e2fdc6fa20c95e116f5833b5f57e5db	files.rcsb.org	ok		2026-09-26T17:09:15+08:00
8PHN_1	structure	8PHN_1.cif.gz	41405	ce0a791e2353ea74ac95d6b21a46ad307438424ebe5af1b1661aadceac32e6ea	files.rcsb.org	ok		2026-09-26T17:09:15+08:00
8PHX_1	structure	8PHX_1.cif.gz	125686	606ed42b72286664a23d7881a3d1dc5ce3c4a382fcb025ce24aa82aca7e455a7	files.rcsb.org	ok		2026-09-26T17:09:16+08:00
8PHY_1	structure	8PHY_1.cif.gz	153281	52b0cd422623271788e5a351e55e5a206bae933f5dcc9322b0495a5af72aa26f	files.rcsb.org	ok		2026-09-26T17:09:16+08:00
8PJ7_1	structure	8PJ7_1.cif.gz	50377	2b62b2a90771df0564c255601ac4031539826af58f74fb02d9a5df1bbc5b2a4b	files.rcsb.org	ok		2026-09-26T17:09:17+08:00
8PJQ_1	structure	8PJQ_1.cif.gz	70715	f5a432b0b2f88e0bc39cf1f41f51c5c2b1d0a1fe394a38126bef3d72397599ec	files.rcsb.org	ok		2026-09-26T17:09:17+08:00
8PKR_1	structure	8PKR_1.cif.gz	168463	cf75745aa64cd5c42477098d1e376963768dddd7f3e4107e91e766ceee2dd0fe	files.rcsb.org	ok		2026-09-26T17:09:18+08:00
8PNM_1	structure	8PNM_1.cif.gz	604504	ee482628b2b3bd9429ebf604549932efc3868d0d6da70e178befdbcbad7c43b3	files.rcsb.org	ok		2026-09-26T17:09:19+08:00
8POR_1	structure	8POR_1.cif.gz	98016	8a1c2ed0d966af0a8e6056b1b5073d0139d6795429caffd71db1193a8ada8151	files.rcsb.org	ok		2026-09-26T17:09:19+08:00
8PQM_1	structure	8PQM_1.cif.gz	34586	471e6ace63ae4d5c003ffc2a48083545777a62d243cc6f54cc847d15a280c989	files.rcsb.org	ok		2026-09-26T17:09:20+08:00
8PQR_1	structure	8PQR_1.cif.gz	279702	5c3a460156d54c04a3e31c9e8b96384b73f8c29adc9ba0c33d591fe6361b4156	files.rcsb.org	ok		2026-09-26T17:09:21+08:00
8PR6_1	structure	8PR6_1.cif.gz	48107	0f7217ded0e2c227bc7df2b1e5eb347c5d320e599e9d2bd5b930f3641c3fc8fe	files.rcsb.org	ok		2026-09-26T17:09:22+08:00
8PRR_1	structure	8PRR_1.cif.gz	63030	825ceb28a0d141746f26633f462940caec253ab4f3bc43f0b2b300e43a5ab81f	files.rcsb.org	ok		2026-09-26T17:09:22+08:00
8PVZ_1	structure	8PVZ_1.cif.gz	153663	1e1b0691ebabab7b3c0f497f4b7194157b3674fb781eaf5f8ab3d81b02eb7d26	files.rcsb.org	ok		2026-09-26T17:09:23+08:00
8PWC_1	structure	8PWC_1.cif.gz	194271	ba04fb2a08c2af9adb5ff88e18566559d83115232b57fe6b235cd9032aaa5df7	files.rcsb.org	ok		2026-09-26T17:09:24+08:00
8PX5_1	structure	8PX5_1.cif.gz	48525	ee37073d86690dc2eb1af8605662727156dcd4fd54bdf638c8576defc5f06290	files.rcsb.org	ok		2026-09-26T17:09:24+08:00
8PYV_1	structure	8PYV_1.cif.gz	90937	3c13c506c321c139a638b93e67b67466a37fa4a6c73f571f392eea9a9528daf8	files.rcsb.org	ok		2026-09-26T17:09:25+08:00
8PYW_1	structure	8PYW_1.cif.gz	986072	a3e4c0e1ea4504c6dcf7aa8a1393f9478ad074261597752a4476a70702b4b282	files.rcsb.org	ok		2026-09-26T17:09:26+08:00
8PZO_1	structure	8PZO_1.cif.gz	140816	3bc3e19c81d62a9ac1a0ddaf9905af7118d535a02051fb34990d525a04df5016	files.rcsb.org	ok		2026-09-26T17:09:26+08:00
8Q0S_1	structure	8Q0S_1.cif.gz	69641	a969eadeba1118a333cff7842b740e19ba835dcf31392c655e7cf81375f37d06	files.rcsb.org	ok		2026-09-26T17:09:27+08:00
8Q1V_1	structure	8Q1V_1.cif.gz	98165	10e91ade03dd7ebaada4fbd3c7e7da0b711d62f1d3de02a36566a1a754c54534	files.rcsb.org	ok		2026-09-26T17:09:28+08:00
8Q1W_1	structure	8Q1W_1.cif.gz	110005	bdca648412016a756d96c4691bb152f612882381eab5db74683cea5b92ed183c	files.rcsb.org	ok		2026-09-26T17:09:28+08:00
8Q4E_1	structure	8Q4E_1.cif.gz	408539	8705b658bb4885b5e22b30115755699548ac5749e07e2f14c4dae16b6528f40e	files.rcsb.org	ok		2026-09-26T17:09:29+08:00
8Q53_1	structure	8Q53_1.cif.gz	43485	e7d8ff7b8a1993f53d81493dba9a48eaeff6339e7be88b354e27337825839b69	files.rcsb.org	ok		2026-09-26T17:09:30+08:00
8Q5F_1	structure	8Q5F_1.cif.gz	63093	c27317a0329e92637cc6bda11f3c7cb833d76d56b16c968cad7056d7819d32ee	files.rcsb.org	ok		2026-09-26T17:09:31+08:00
8Q6M_1	structure	8Q6M_1.cif.gz	134509	727476c4904e676bc1146a43e57f102eb7a642b247b81415168ccac10d583cef	files.rcsb.org	ok		2026-09-26T17:09:31+08:00
8Q6U_1	structure	8Q6U_1.cif.gz	157772	a0c02fc6bb8f4eb3753d3a822444839a5102234c33397a54041f20e4db18eff0	files.rcsb.org	ok		2026-09-26T17:09:32+08:00
8Q78_1	structure	8Q78_1.cif.gz	433242	6089e46ec010769f40bfe4014ee1e3595af5b0d1a7cb1e389a8cb36e001329ae	files.rcsb.org	ok		2026-09-26T17:09:33+08:00
8QAO_1	structure	8QAO_1.cif.gz	59045	224cc800e72e1511b3fd9e4718c0ae6fca524cb0424cded02b8d388700f2116a	files.rcsb.org	ok		2026-09-26T17:09:33+08:00
8QAZ_1	structure	8QAZ_1.cif.gz	91090	783af1565e561474e94175bee79431ba4b6fdc05b1fe423555f2fa4cd0486bee	files.rcsb.org	ok		2026-09-26T17:09:34+08:00
8QB1_1	structure	8QB1_1.cif.gz	228598	bfebecb23b387d2e96fb426d065bc2733378eeac35b87dce879101b105c88a17	files.rcsb.org	ok		2026-09-26T17:09:35+08:00
8QF3_1	structure	8QF3_1.cif.gz	194770	00ab7b15a192c2166655c20412c07103127d4ef4b7b120f18a102e9f8a832fc1	files.rcsb.org	ok		2026-09-26T17:09:35+08:00
8QFU_1	structure	8QFU_1.cif.gz	232743	28a6748315aa64c3144e2d67bb33fb6372e3346459e20570b7f775b30db826b3	files.rcsb.org	ok		2026-09-26T17:09:36+08:00
8QH6_1	structure	8QH6_1.cif.gz	164249	f2a036f6455e79a4e1e5c86e0f8cd37068021a4fbbb1b360c1e079c23d24b2b4	files.rcsb.org	ok		2026-09-26T17:09:37+08:00
8QIY_1	structure	8QIY_1.cif.gz	109824	67e943f94e977797e142d6f4c6706118f756027bf38209fdcd628a33ef69fc90	files.rcsb.org	ok		2026-09-26T17:09:38+08:00
8QJ6_1	structure	8QJ6_1.cif.gz	32045	2c8f10af4292a9b6e1053de65b1ca4e6febd930f29909f04cfc6e4b31f868c34	files.rcsb.org	ok		2026-09-26T17:09:39+08:00
8QKF_1	structure	8QKF_1.cif.gz	54463	1de774afc2bd841847a6e577b0a0a6df3e3969f7bcce89bfb2eb0e29051b4dc3	files.rcsb.org	ok		2026-09-26T17:09:39+08:00
8QKY_1	structure	8QKY_1.cif.gz	105639	9429335cef7ebb04b09551fd9864a9986184f21b2909ce88f92d5cfa7cae67a0	files.rcsb.org	ok		2026-09-26T17:09:40+08:00
8QOK_1	structure	8QOK_1.cif.gz	203237	c4c39cc8069136ff69df559939d9c045e4dd98bfaa02cb47f5117550efe0b75d	files.rcsb.org	ok		2026-09-26T17:09:41+08:00
8QRY_1	structure	8QRY_1.cif.gz	34068	285317f657869dd4881e0884b4f03fbc89320b8f42108c206330a4b27b4caeca	files.rcsb.org	ok		2026-09-26T17:09:41+08:00
8QUP_1	structure	8QUP_1.cif.gz	61495	bce2dcfe98337cef1e12c5b224cbc684ffbcbab32b66115d5e69b5046b8d895d	files.rcsb.org	ok		2026-09-26T17:09:42+08:00
8QX5_1	structure	8QX5_1.cif.gz	100104	1c564879e5f259a62130374924becb3333947c23a1f2beb9703e03486d000aa3	files.rcsb.org	ok		2026-09-26T17:09:43+08:00
8QX6_1	structure	8QX6_1.cif.gz	130565	0d4e5629905a769d1353cd204bcb4c5befec0c0f8d4ba15b7dea01078ee1337f	files.rcsb.org	ok		2026-09-26T17:09:43+08:00
8QZV_1	structure	8QZV_1.cif.gz	94995	6293534914d377df97d268e6bf36b9381c99787edd7a52d01015ac233b76f904	files.rcsb.org	ok		2026-09-26T17:09:44+08:00
8R28_1	structure	8R28_1.cif.gz	60457	a1706efbf64242c6d5392aacd14e679031c8967f7f4e468e09a72a4af2714719	files.rcsb.org	ok		2026-09-26T17:09:44+08:00
8R2C_1	structure	8R2C_1.cif.gz	97319	6ecd9a4d7422d4fc98d92e0b3cc803d6ae576004f477dfbdd180c378d4103fc4	files.rcsb.org	ok		2026-09-26T17:09:45+08:00
8R3F_1	structure	8R3F_1.cif.gz	179086	8210c0a0f2e0e821d6d2d0de6684ede48cbc9efaf4b84244491dbedf8aecec0e	files.rcsb.org	ok		2026-09-26T17:09:45+08:00
8R3N_1	structure	8R3N_1.cif.gz	89615	d1a52f88b2e6227719bb5924023b02daf7676e373af01fbeffc08946091af949	files.rcsb.org	ok		2026-09-26T17:09:46+08:00
8R5K_1	structure	8R5K_1.cif.gz	91558	e27140735fac712d20d4ea7ca52fcbeb88eac19aaac67c2e2cc7065320bc2e49	files.rcsb.org	ok		2026-09-26T17:09:47+08:00
8R5N_1	structure	8R5N_1.cif.gz	217514	7987cfc3ef9c24734faf72bd1b261ffb68f65743c2c5523fc852560a3a3619cb	files.rcsb.org	ok		2026-09-26T17:09:47+08:00
8R6I_1	structure	8R6I_1.cif.gz	82075	04953d12fd7e9667a6b8e16b22836e7ca9e94809d34d7ab33622a90e49febf65	files.rcsb.org	ok		2026-09-26T17:09:48+08:00
8R8A_1	structure	8R8A_1.cif.gz	104808	efc76f325adeab7cefe2b19188d7aa71259bf4a639c51f587cf8a02c98e68026	files.rcsb.org	ok		2026-09-26T17:09:48+08:00
8RCY_1	structure	8RCY_1.cif.gz	51706	c408cbf046f002c119cae0799a0ef15bb9442d225d90fcc8f8255081cf0e38bd	files.rcsb.org	ok		2026-09-26T17:09:49+08:00
8RD7_1	structure	8RD7_1.cif.gz	167823	2822056fc654062823a947dcf819662f183dab50be9e50c83141a341b91007c1	files.rcsb.org	ok		2026-09-26T17:09:50+08:00
8RDD_1	structure	8RDD_1.cif.gz	90184	052662d8a8c0f310d23848072ae561f4769ea8bc17a34fbd9d614435768af4b5	files.rcsb.org	ok		2026-09-26T17:09:51+08:00
8RF6_1	structure	8RF6_1.cif.gz	86594	e075ba70a0ab25f37ce21004c259177f25b638e5b5826defc3f6300ea4ab6bfe	files.rcsb.org	ok		2026-09-26T17:09:51+08:00
8RHO_1	structure	8RHO_1.cif.gz	128039	774ad2bdc6f10510b26228bf4f0a3b7067d224a26cb32c03f3f7a09b3abab55b	files.rcsb.org	ok		2026-09-26T17:09:52+08:00
8RHR_1	structure	8RHR_1.cif.gz	146654	856ca307ec33fc61cf0e9a928eb5667ef6687e24a1cde9fcbe44ad73fc8b9ea8	files.rcsb.org	ok		2026-09-26T17:09:53+08:00
8RIJ_1	structure	8RIJ_1.cif.gz	86040	b5f78be54abbc6ef200099864edc6113989aec84b68f5feaf87ee940946a5e08	files.rcsb.org	ok		2026-09-26T17:09:54+08:00
8RKP_1	structure	8RKP_1.cif.gz	47301	998b3b576d8e8a05ba623cb8b094d8e06cc38e1fbf2dc9f94c4cd061aeef7196	files.rcsb.org	ok		2026-09-26T17:09:55+08:00
8RNZ_1	structure	8RNZ_1.cif.gz	113269	45e0b7fa79cb9dd24854a85311b50c6d1f9abd8f4ca97aacb0c75f762fffeea9	files.rcsb.org	ok		2026-09-26T17:09:55+08:00
8RRY_1	structure	8RRY_1.cif.gz	167628	2eaae481008e9a491c212246020a50a4f137e1f18d72f7b599fad2480c110678	files.rcsb.org	ok		2026-09-26T17:09:56+08:00
8RU1_1	structure	8RU1_1.cif.gz	177581	74f0ac622800d34a6895300505542b0a2a222dd11c06182ff499ecc53a37820a	files.rcsb.org	ok		2026-09-26T17:09:57+08:00
8RU5_1	structure	8RU5_1.cif.gz	47798	4eaa2f5d3ef96e10c779a75ed192a1eebcd4a9efad8ce28ae84f20ea81d4c589	files.rcsb.org	ok		2026-09-26T17:09:57+08:00
8RW6_1	structure	8RW6_1.cif.gz	59228	7f019ad12ce6b5667d2b18a25c4ef07b71a60ccb4e24e437f94ea2b2019446da	files.rcsb.org	ok		2026-09-26T17:09:58+08:00
8RXA_1	structure	8RXA_1.cif.gz	57553	7abbfb1f6b0ec7e41231b7e59668d8cf9a8ee1e722e07f17d020dd8f84ec61c2	files.rcsb.org	ok		2026-09-26T17:09:58+08:00
8RYS_1	structure	8RYS_1.cif.gz	80226	a3d38dabee92713499c39b3cdfa011fb2b71c850eace49c146d2483ca2b9f037	files.rcsb.org	ok		2026-09-26T17:09:59+08:00
8S48_1	structure	8S48_1.cif.gz	144619	b84f04da6ad97993a0e21da6f3aa446415dd80fbd3cbf9ac33d9088a71193839	files.rcsb.org	ok		2026-09-26T17:10:00+08:00
8S4E_1	structure	8S4E_1.cif.gz	60922	0820f712c9d3591a70a1c46dda191f1f409b344bddaffa6b6e9fc9f8ccfc5bd6	files.rcsb.org	ok		2026-09-26T17:10:00+08:00
8S7A_1	structure	8S7A_1.cif.gz	30338	fa0d069bd0a2d74ba28a5393cb621677e254f6096c8826013247ffaf3dc3db5b	files.rcsb.org	ok		2026-09-26T17:10:01+08:00
8T2M_1	structure	8T2M_1.cif.gz	97467	2d0f0a4a8f1fbba3031c26947671cef91cf3842d16a20cd0c646fb696fea0b06	files.rcsb.org	ok		2026-09-26T17:10:02+08:00
8T4C_1	structure	8T4C_1.cif.gz	184238	e975782ef14246c1584f5ce09014a5cdce467e9da01ae67f0eb6e374d04d37f7	files.rcsb.org	ok		2026-09-26T17:10:03+08:00
8T5A_1	structure	8T5A_1.cif.gz	79950	6b3f0ce9f55581ee5b52e0adbb4f2ae56d72b8297bac0295df2e1ecbbebc9f53	files.rcsb.org	ok		2026-09-26T17:10:04+08:00
8T7K_1	structure	8T7K_1.cif.gz	46148	ac4c10ee32ed03606e5558037c4e84fd622815b6928004fc8c64e3a53bc67dcb	files.rcsb.org	ok		2026-09-26T17:10:04+08:00
10JX_1	ligand	10JX_1__HEM.sdf	4810	cede73523d59f9dd426538c7f77aa9e8323617cf27be3491fac7f27730a787d7	models.rcsb.org	ok	instance C of HEM	2026-09-26T17:10:05+08:00
29LW_1	ligand	29LW_1__9O9.sdf	3596	54c817a2093662bf82e080dfd4a0a7a291bb520952c29eda429de0d922f228a8	models.rcsb.org	ok	instance G of 9O9	2026-09-26T17:10:06+08:00
30JI_1	ligand	30JI_1__A1J6V.sdf	5552	9e9bd001e272762bb115b6e11dee6e4195a3ada425e3bb2d8b812826e5e91095	models.rcsb.org	ok	instance B of A1J6V	2026-09-26T17:10:08+08:00
35TM_1	ligand	35TM_1__AR6.sdf	4078	03c6ddbeffead7822b77cc5a0283fed344ce14b47863ad96340dca263f5dc7c0	models.rcsb.org	ok	instance C of AR6	2026-09-26T17:10:09+08:00
36IQ_1	ligand	36IQ_1__DM2.sdf	6952	2c7adf323b43d03a6a386f34a398e80a28cb76277295db9c44692bf2eccfadf9	models.rcsb.org	ok	instance C of DM2	2026-09-26T17:10:10+08:00
37JY_1	ligand	37JY_1__A1AEP.sdf	4677	a811e921b53683ca6a4e170f42a4075e0dfd64c7c490ecee423de58b2573bd17	models.rcsb.org	ok	instance H of A1AEP	2026-09-26T17:10:11+08:00
44ID_1	ligand	44ID_1__BHF.sdf	2698	8b7fe90cea55f7690635e90b967ca1f550a84f60eb08f0920ee10a04045c7c45	models.rcsb.org	ok	instance D of BHF	2026-09-26T17:10:13+08:00
8JQU_1	ligand	8JQU_1__GNP.sdf	3688	dc1130217e2f405f3c4a7b0c3f8fea0e9e7f9e47b655a8bb5c365ce2f6ebcfba	models.rcsb.org	ok	instance C of GNP	2026-09-26T17:10:14+08:00
8KBM_1	ligand	8KBM_1__C2E.sdf	5064	52814d3c5631b88cade337ecc5e815165af21ae8eb25fdff638d0dde4c650668	models.rcsb.org	ok	instance D of C2E	2026-09-26T17:10:15+08:00
8POR_1	ligand	8POR_1__EYT.sdf	5064	6e8d21a7ea72c8b98835943e06dae5a833bf38e8647a7f6373ccb862b20e3413	models.rcsb.org	ok	instance C of EYT	2026-09-26T17:10:16+08:00
8PWC_1	ligand	8PWC_1__G7I.sdf	6834	e375fa68e394b2b17e91eaa9c9b28d11f11765d0fe057da4d9ea8292a49ea98e	models.rcsb.org	ok	instance D of G7I	2026-09-26T17:10:17+08:00
8R5N_1	ligand	8R5N_1__ATP.sdf	4701	a53385c16791c86b9a9c8476d9b7876bbc4dc6c542bcba508deadac4a527c0d9	models.rcsb.org	ok	instance C of ATP	2026-09-26T17:10:18+08:00
8RCY_1	ligand	8RCY_1__A1H0Q.sdf	2932	d2a59bc485c29dfc08aef3172ed728a6a592262931a29a0194170d7eb2334b16	models.rcsb.org	ok	instance D of A1H0Q	2026-09-26T17:10:19+08:00
rotarama	reference_data	rama8000-general-noGPIVpreP.data	891343	ccdbc6a201ca2510119e77b0dd169ca2cdea7f2c9ed348555a3b1129f8c2b00a	rlabduke/rotarama_data	ok	Ramachandran contour grid, CC BY 4.0	2026-09-26T17:10:20+08:00
rotarama	reference_data	rama8000-gly-sym.data	946529	89c75a5ac036ff3309c51b46a2412f30137827abaff4606209ed41e04fcba637	rlabduke/rotarama_data	ok	Ramachandran contour grid, CC BY 4.0	2026-09-26T17:10:21+08:00
rotarama	reference_data	rama8000-cispro.data	214777	143a3004668baefaf6749bd9c2acbe829d3b1a93059c74ba766b04f1e00f43ab	rlabduke/rotarama_data	ok	Ramachandran contour grid, CC BY 4.0	2026-09-26T17:10:21+08:00
rotarama	reference_data	rama8000-transpro.data	308700	092b4c0bcd2fe846a063000c83d13cbe62ff43b2dafd67ecb8a47042cce747ec	rlabduke/rotarama_data	ok	Ramachandran contour grid, CC BY 4.0	2026-09-26T17:10:22+08:00
rotarama	reference_data	rama8000-prepro-noGP.data	574864	1cc10b92911d47ca775f0a8131a029b42634dbe26364cece4cfdc8c85b9c3fab	rlabduke/rotarama_data	ok	Ramachandran contour grid, CC BY 4.0	2026-09-26T17:10:23+08:00
rotarama	reference_data	rama8000-ileval-nopreP.data	704470	567e1318128a50b8f44362427bf717d564749936d22d5dbfd34e5b0c17819276	rlabduke/rotarama_data	ok	Ramachandran contour grid, CC BY 4.0	2026-09-26T17:10:23+08:00
rotarama	reference_data	LICENSE	18657	9ba9550ad48438d0836ddab3da480b3b69ffa0aac7b7878b5a0039e7ab429411	rlabduke/rotarama_data	ok	Ramachandran contour grid, CC BY 4.0	2026-09-26T17:10:24+08:00
