stage	elapsed_s	peak_rss_mb	data_dir_growth_mb	data_dir_total_mb	cache_dir_total_mb	peak_disk_mb	host_free_start_mb	host_free_min_mb	jobs	note
05_predict_seedvariance_af2_msa_notmpl	5148	3566	0	353	1775	2129	2668	1355	1	arm=af2_msa_notmpl ok=5 skipped=0 refused=0 failed=0 awaiting_alignment=0
