stage	elapsed_s	peak_rss_mb	data_dir_growth_mb	data_dir_total_mb	cache_dir_total_mb	peak_disk_mb	host_free_start_mb	host_free_min_mb	jobs	note
03_fetch_references	4	NA	3	217	1775	1992	4415	4415	1	structures=0 ligands=0 rama=7 failed=0
