stage	elapsed_s	peak_rss_mb	data_dir_growth_mb	data_dir_total_mb	cache_dir_total_mb	peak_disk_mb	host_free_start_mb	host_free_min_mb	jobs	note
09_dock_predicted	2191	1015	0	351	1775	2127	2712	2703	1	arm=predicted targets=13
