stage	elapsed_s	peak_rss_mb	data_dir_growth_mb	data_dir_total_mb	cache_dir_total_mb	peak_disk_mb	host_free_start_mb	host_free_min_mb	jobs	note
05_predict_af2_msa_notmpl	22202	4330	17	379	1775	2154	2804	1502	1	arm=af2_msa_notmpl ok=16 skipped=14 refused=0 failed=0 awaiting_alignment=0
