stage	elapsed_s	peak_rss_mb	data_dir_growth_mb	data_dir_total_mb	cache_dir_total_mb	peak_disk_mb	host_free_start_mb	host_free_min_mb	jobs	note
05_predict_af2_msa_tmpl	11673	4557	-28	352	1775	2164	4656	2646	1	arm=af2_msa_tmpl ok=11 skipped=0 refused=0 failed=1 awaiting_alignment=0
