stage	elapsed_s	peak_rss_mb	data_dir_growth_mb	data_dir_total_mb	cache_dir_total_mb	peak_disk_mb	host_free_start_mb	host_free_min_mb	jobs	note
05_predict_calibrate	1456	3347	0	6	0	3556	8698	4635	1	arm=af2_nomsa ok=3 skipped=0 refused=0 failed=0
