stage	elapsed_s	peak_rss_mb	data_dir_growth_mb	data_dir_total_mb	cache_dir_total_mb	peak_disk_mb	host_free_start_mb	host_free_min_mb	jobs	note
01_install	32	NA	0	0	0	0	8589	8589	1	rc=0
